fips,tractid,geography,county,state,year,mem_1_id,mem_1,mem_2_id,mem_2, tot_pop ,pct_food_insecure, number_food_insecure ,unemployment_rate,pct_poverty,pct_black,pct_hispanic, median_income ,pct_homeowners,pct_disability
37001,37001020801,Census Tract 208.01; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 1,970 ",11.0%, 220 ,1.4%,12.2%,14.0%,35.0%," $56,375.00 ",71.3%,10.5%
37001,37001020802,Census Tract 208.02; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 5,502 ",17.1%, 940 ,4.6%,24.4%,44.9%,32.4%," $39,250.00 ",40.7%,15.1%
37001,37001020901,Census Tract 209.01; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,821 ",12.0%, 460 ,4.3%,4.5%,17.4%,14.9%," $54,695.00 ",67.1%,21.8%
37001,37001020902,Census Tract 209.02; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 4,528 ",11.4%, 520 ,2.8%,14.5%,11.0%,10.8%," $80,820.00 ",86.3%,9.4%
37001,37001021000,Census Tract 210; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 4,805 ",24.6%," 1,180 ",12.6%,34.2%,37.1%,28.3%," $30,991.00 ",32.5%,11.4%
37001,37001021101,Census Tract 211.01; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,609 ",14.2%, 510 ,9.8%,10.1%,31.9%,10.8%," $55,159.00 ",48.2%,9.8%
37001,37001021102,Census Tract 211.02; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,314 ",16.3%, 540 ,9.2%,14.7%,18.8%,11.0%," $54,990.00 ",69.5%,15.7%
37001,37001021201,Census Tract 212.01; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 6,332 ",13.1%, 830 ,3.4%,17.3%,34.4%,22.6%," $53,507.00 ",70.3%,15.3%
37001,37001021204,Census Tract 212.04; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 5,349 ",8.8%, 470 ,2.2%,9.4%,21.5%,16.4%," $75,466.00 ",86.0%,10.1%
37001,37001021205,Census Tract 212.05; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 7,693 ",10.0%, 770 ,2.5%,10.2%,35.7%,8.5%," $78,462.00 ",47.2%,8.1%
37001,37001021206,Census Tract 212.06; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 5,804 ",10.6%, 620 ,5.0%,4.9%,27.0%,6.1%," $67,449.00 ",54.5%,12.8%
37001,37001021207,Census Tract 212.07; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,681 ",16.2%, 600 ,6.4%,16.2%,13.0%,5.3%," $59,653.00 ",65.6%,15.8%
37001,37001021300,Census Tract 213; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 6,171 ",9.6%, 590 ,3.8%,8.0%,25.6%,6.1%," $73,750.00 ",85.3%,14.0%
37001,37001021400,Census Tract 214; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 2,399 ",14.1%, 340 ,6.7%,9.5%,10.8%,11.4%," $95,647.00 ",88.3%,23.8%
37001,37001021500,Census Tract 215; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 4,374 ",8.3%, 360 ,5.3%,2.7%,9.1%,3.3%," $80,250.00 ",92.2%,8.5%
37001,37001021600,Census Tract 216; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 7,937 ",NA, NA ,4.2%,10.0%,13.2%,4.3%," $70,417.00 ",72.3%,12.9%
37001,37001021701,Census Tract 217.01; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,325 ",10.3%, 340 ,2.2%,8.6%,7.4%,1.3%," $95,245.00 ",76.2%,11.3%
37001,37001021702,Census Tract 217.02; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 6,862 ",NA, NA ,3.6%,9.2%,9.4%,4.3%," $75,199.00 ",66.4%,9.0%
37001,37001021703,Census Tract 217.03; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 7,560 ",8.7%, 660 ,2.3%,2.3%,25.4%,5.5%," $72,045.00 ",46.4%,10.9%
37001,37001021801,Census Tract 218.01; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 4,768 ",10.1%, 480 ,3.4%,7.6%,5.1%,3.6%," $75,729.00 ",86.7%,10.4%
37001,37001021802,Census Tract 218.02; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,643 ",13.4%, 490 ,7.1%,10.3%,4.0%,8.6%," $58,810.00 ",81.7%,11.3%
37001,37001021803,Census Tract 218.03; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,325 ",9.6%, 320 ,0.1%,7.2%,8.1%,2.9%," $49,085.00 ",76.6%,14.1%
37001,37001021901,Census Tract 219.01; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 4,930 ",10.9%, 540 ,4.3%,7.3%,7.9%,6.1%," $85,325.00 ",88.0%,14.8%
37001,37001021902,Census Tract 219.02; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,872 ",13.3%, 510 ,4.3%,10.9%,11.2%,15.1%," $62,989.00 ",75.3%,17.6%
37001,37001022001,Census Tract 220.01; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,633 ",9.7%, 350 ,5.1%,3.4%,4.0%,9.6%," $98,542.00 ",87.9%,12.6%
37001,37001022002,Census Tract 220.02; Alamance County; North Carolina,"Alamance County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 4,364 ",12.9%, 560 ,5.8%,9.1%,6.0%,19.0%," $57,031.00 ",86.0%,16.3%
37003,37003040100,Census Tract 401; Alexander County; North Carolina,"Alexander County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,322 ",18.3%, 610 ,7.2%,17.7%,3.0%,4.8%," $52,099.00 ",85.5%,24.2%
37003,37003040200,Census Tract 402; Alexander County; North Carolina,"Alexander County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,700 ",17.5%, 650 ,15.4%,9.5%,2.8%,6.9%," $57,288.00 ",91.7%,16.1%
37003,37003040300,Census Tract 403; Alexander County; North Carolina,"Alexander County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,235 ",17.3%, 560 ,4.4%,17.7%,2.1%,0.3%," $57,016.00 ",74.0%,21.9%
37003,37003040400,Census Tract 404; Alexander County; North Carolina,"Alexander County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 6,422 ",15.7%," 1,010 ",2.9%,18.2%,14.7%,5.0%," $53,293.00 ",71.8%,21.1%
37003,37003040500,Census Tract 405; Alexander County; North Carolina,"Alexander County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 6,603 ",12.4%, 820 ,4.1%,10.2%,2.2%,6.7%," $70,623.00 ",84.7%,14.2%
37003,37003040600,Census Tract 406; Alexander County; North Carolina,"Alexander County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 6,301 ",10.7%, 680 ,4.5%,5.9%,9.9%,4.9%," $64,071.00 ",78.5%,13.2%
37003,37003040700,Census Tract 407; Alexander County; North Carolina,"Alexander County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 6,922 ",12.1%, 840 ,3.8%,9.2%,0.0%,5.4%," $69,598.00 ",83.9%,14.2%
37005,37005950100,Census Tract 9501; Alleghany County; North Carolina,"Alleghany County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 4,148 ",15.3%, 640 ,4.0%,18.7%,1.2%,10.3%," $51,827.00 ",84.7%,13.7%
37005,37005950200,Census Tract 9502; Alleghany County; North Carolina,"Alleghany County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,832 ",16.3%, 630 ,4.0%,16.4%,4.2%,10.4%," $39,936.00 ",72.5%,20.0%
37005,37005950300,Census Tract 9503; Alleghany County; North Carolina,"Alleghany County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,009 ",20.2%, 610 ,8.8%,23.4%,3.2%,9.2%," $39,504.00 ",84.8%,19.1%
37007,37007920100,Census Tract 9201; Anson County; North Carolina,"Anson County, North Carolina",NC,2022,14,Second Harvest Food Bank of Metrolina,,," 2,804 ",12.6%, 350 ,2.6%,16.9%,55.4%,6.2%," $38,551.00 ",73.1%,24.3%
37007,37007920200,Census Tract 9202; Anson County; North Carolina,"Anson County, North Carolina",NC,2022,14,Second Harvest Food Bank of Metrolina,,," 1,751 ",13.5%, 240 ,2.0%,23.0%,38.2%,3.7%," $53,269.00 ",78.2%,15.0%
37007,37007920301,Census Tract 9203.01; Anson County; North Carolina,"Anson County, North Carolina",NC,2022,14,Second Harvest Food Bank of Metrolina,,," 4,311 ",14.0%, 600 ,1.8%,16.3%,34.3%,8.9%," $48,876.00 ",70.3%,25.5%
37007,37007920302,Census Tract 9203.02; Anson County; North Carolina,"Anson County, North Carolina",NC,2022,14,Second Harvest Food Bank of Metrolina,,, 598 ,NA, NA ,0.9%,3.4%,31.4%,3.3%, missing ,76.3%,14.4%
37007,37007920400,Census Tract 9204; Anson County; North Carolina,"Anson County, North Carolina",NC,2022,14,Second Harvest Food Bank of Metrolina,,," 2,283 ",22.6%, 520 ,13.0%,30.5%,74.0%,0.0%," $29,946.00 ",48.6%,26.2%
37007,37007920501,Census Tract 9205.01; Anson County; North Carolina,"Anson County, North Carolina",NC,2022,14,Second Harvest Food Bank of Metrolina,,," 1,014 ",22.9%, 230 ,0.0%,46.6%,42.3%,9.1%," $34,476.00 ",48.7%,4.4%
37007,37007920502,Census Tract 9205.02; Anson County; North Carolina,"Anson County, North Carolina",NC,2022,14,Second Harvest Food Bank of Metrolina,,," 4,210 ",14.1%, 590 ,9.0%,14.2%,57.0%,0.0%," $44,085.00 ",64.4%,19.0%
37007,37007920600,Census Tract 9206; Anson County; North Carolina,"Anson County, North Carolina",NC,2022,14,Second Harvest Food Bank of Metrolina,,," 3,555 ",16.3%, 580 ,12.1%,17.3%,51.8%,6.5%," $47,670.00 ",72.4%,18.0%
37007,37007980000,Census Tract 9800; Anson County; North Carolina,"Anson County, North Carolina",NC,2022,14,Second Harvest Food Bank of Metrolina,,," 1,674 ",NA, NA ,missing,missing,41.0%,2.9%, missing ,missing,missing
37009,37009970200,Census Tract 9702; Ashe County; North Carolina,"Ashe County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 2,637 ",10.2%, 270 ,1.5%,6.2%,0.0%,2.6%," $45,755.00 ",89.5%,15.7%
37009,37009970300,Census Tract 9703; Ashe County; North Carolina,"Ashe County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 2,316 ",16.0%, 370 ,3.0%,14.5%,0.3%,2.9%," $52,870.00 ",81.3%,25.8%
37009,37009970400,Census Tract 9704; Ashe County; North Carolina,"Ashe County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 4,663 ",15.2%, 710 ,7.4%,10.1%,1.0%,7.5%," $54,097.00 ",78.7%,17.7%
37009,37009970501,Census Tract 9705.01; Ashe County; North Carolina,"Ashe County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,006 ",20.4%, 610 ,12.5%,19.0%,6.7%,2.8%," $46,549.00 ",69.3%,15.6%
37009,37009970502,Census Tract 9705.02; Ashe County; North Carolina,"Ashe County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,595 ",15.3%, 550 ,4.2%,14.4%,2.6%,10.9%," $45,404.00 ",71.7%,16.9%
37009,37009970701,Census Tract 9707.01; Ashe County; North Carolina,"Ashe County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,683 ",13.8%, 510 ,3.8%,10.4%,0.0%,0.8%," $60,707.00 ",88.5%,22.0%
37009,37009970702,Census Tract 9707.02; Ashe County; North Carolina,"Ashe County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 1,750 ",12.7%, 220 ,4.0%,7.5%,0.4%,3.5%," $48,726.00 ",96.1%,23.0%
37009,37009970801,Census Tract 9708.01; Ashe County; North Carolina,"Ashe County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 1,957 ",18.8%, 370 ,3.8%,27.7%,0.0%,7.2%," $36,442.00 ",75.5%,12.5%
37009,37009970802,Census Tract 9708.02; Ashe County; North Carolina,"Ashe County, North Carolina",NC,2022,97,Second Harvest Food Bank of Northwest North Carolina,,," 3,152 ",16.2%, 510 ,2.6%,20.5%,0.3%,6.7%," $44,000.00 ",70.0%,13.4%
37011,37011930100,Census Tract 9301; Avery County; North Carolina,"Avery County, North Carolina",NC,2022,103,MANNA FoodBank,,," 3,342 ",15.9%, 530 ,8.9%,13.1%,4.2%,6.4%," $49,741.00 ",77.7%,13.4%
37011,37011930200,Census Tract 9302; Avery County; North Carolina,"Avery County, North Carolina",NC,2022,103,MANNA FoodBank,,," 3,013 ",13.3%, 400 ,3.8%,5.9%,0.0%,3.6%," $57,907.00 ",74.5%,22.6%
37011,37011930301,Census Tract 9303.01; Avery County; North Carolina,"Avery County, North Carolina",NC,2022,103,MANNA FoodBank,,," 3,158 ",18.0%, 570 ,7.6%,14.0%,0.2%,4.1%," $43,170.00 ",75.6%,23.5%
37011,37011930302,Census Tract 9303.02; Avery County; North Carolina,"Avery County, North Carolina",NC,2022,103,MANNA FoodBank,,," 2,668 ",15.9%, 420 ,2.2%,18.1%,0.5%,1.5%," $49,792.00 ",75.6%,19.0%
37011,37011930400,Census Tract 9304; Avery County; North Carolina,"Avery County, North Carolina",NC,2022,103,MANNA FoodBank,,," 5,498 ",10.3%, 560 ,2.3%,7.1%,10.6%,7.5%," $57,329.00 ",89.0%,17.3%
37013,37013930101,Census Tract 9301.01; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,201 ",8.7%, 280 ,3.2%,3.2%,17.8%,8.4%," $72,168.00 ",81.3%,14.9%
37013,37013930102,Census Tract 9301.02; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 1,658 ",23.7%, 390 ,9.8%,31.3%,40.9%,14.4%," $34,861.00 ",64.0%,30.0%
37013,37013930200,Census Tract 9302; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 5,519 ",16.7%, 920 ,3.9%,21.3%,20.8%,5.2%," $47,334.00 ",62.3%,17.5%
37013,37013930300,Census Tract 9303; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,802 ",20.7%, 790 ,11.2%,27.5%,60.4%,6.7%," $36,210.00 ",43.4%,19.3%
37013,37013930400,Census Tract 9304; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 4,853 ",15.6%, 760 ,1.7%,19.1%,36.9%,7.5%," $43,302.00 ",49.1%,23.7%
37013,37013930501,Census Tract 9305.01; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,982 ",16.3%, 650 ,7.7%,19.0%,19.6%,14.9%," $47,428.00 ",72.8%,12.8%
37013,37013930502,Census Tract 9305.02; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,657 ",10.9%, 400 ,5.0%,5.3%,13.1%,17.5%," $60,246.00 ",84.1%,17.0%
37013,37013930600,Census Tract 9306; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,102 ",9.6%, 300 ,2.5%,5.7%,3.5%,2.7%," $89,250.00 ",85.9%,13.3%
37013,37013930700,Census Tract 9307; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 2,771 ",10.3%, 290 ,1.7%,8.6%,1.5%,2.9%," $73,861.00 ",86.7%,12.5%
37013,37013930800,Census Tract 9308; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 2,248 ",20.0%, 450 ,12.1%,26.7%,47.0%,7.1%," $45,500.00 ",81.4%,21.4%
37013,37013930900,Census Tract 9309; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,677 ",9.8%, 360 ,3.7%,7.7%,12.9%,1.3%," $76,087.00 ",94.3%,13.7%
37013,37013931001,Census Tract 9310.01; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,066 ",18.8%, 580 ,8.4%,21.2%,15.4%,14.7%," $56,042.00 ",70.2%,17.8%
37013,37013931002,Census Tract 9310.02; Beaufort County; North Carolina,"Beaufort County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,175 ",15.1%, 480 ,7.2%,19.0%,33.8%,8.5%," $60,781.00 ",69.9%,12.9%
37015,37015960100,Census Tract 9601; Bertie County; North Carolina,"Bertie County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 4,211 ",12.6%, 530 ,1.0%,13.3%,35.1%,0.7%," $39,453.00 ",77.2%,27.4%
37015,37015960200,Census Tract 9602; Bertie County; North Carolina,"Bertie County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,924 ",11.5%, 450 ,4.1%,20.1%,68.4%,1.6%," $48,242.00 ",75.8%,15.5%
37015,37015960300,Census Tract 9603; Bertie County; North Carolina,"Bertie County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,586 ",18.4%, 660 ,10.7%,27.9%,80.7%,0.8%," $37,348.00 ",76.4%,26.5%
37015,37015960401,Census Tract 9604.01; Bertie County; North Carolina,"Bertie County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 2,491 ",10.3%, 260 ,0.3%,13.4%,58.0%,0.0%," $54,773.00 ",76.8%,26.9%
37015,37015960402,Census Tract 9604.02; Bertie County; North Carolina,"Bertie County, North Carolina",NC,2022,123,Food Bank of the Albemarle,,," 3,606 ",25.6%, 920 ,19.1%,36.2%,74.7%,3.8%," $33,375.00 ",64.5%,21.8%
37017,37017950101,Census Tract 9501.01; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 2,538 ",14.2%, 360 ,3.5%,14.5%,21.5%,12.1%," $46,084.00 ",76.0%,21.8%
37017,37017950102,Census Tract 9501.02; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 2,336 ",13.1%, 310 ,2.5%,15.6%,28.7%,1.9%," $49,760.00 ",74.1%,19.3%
37017,37017950200,Census Tract 9502; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 2,574 ",19.4%, 500 ,11.7%,24.5%,38.2%,11.5%," $44,779.00 ",67.9%,15.5%
37017,37017950301,Census Tract 9503.01; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 3,209 ",18.9%, 610 ,2.1%,34.8%,25.2%,12.9%," $41,932.00 ",63.3%,11.7%
37017,37017950302,Census Tract 9503.02; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 3,012 ",17.0%, 510 ,3.3%,26.6%,19.9%,13.7%," $46,250.00 ",75.5%,14.7%
37017,37017950401,Census Tract 9504.01; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 3,398 ",22.9%, 780 ,0.0%,42.4%,48.0%,4.5%," $24,283.00 ",56.0%,16.5%
37017,37017950402,Census Tract 9504.02; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 2,517 ",11.1%, 280 ,0.0%,17.5%,50.6%,0.0%," $48,750.00 ",76.4%,6.9%
37017,37017950501,Census Tract 9505.01; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 2,722 ",8.4%, 230 ,1.2%,6.0%,11.8%,19.3%," $59,000.00 ",85.2%,11.7%
37017,37017950502,Census Tract 9505.02; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 3,400 ",18.6%, 630 ,9.0%,21.0%,23.9%,4.5%," $46,932.00 ",67.7%,18.1%
37017,37017950601,Census Tract 9506.01; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 2,207 ",20.6%, 450 ,8.8%,37.6%,56.5%,3.6%," $33,333.00 ",55.4%,8.5%
37017,37017950602,Census Tract 9506.02; Bladen County; North Carolina,"Bladen County, North Carolina",NC,2022,134,Second Harvest Food Bank of Southeast North Carolina,,," 1,894 ",19.5%, 370 ,21.7%,17.6%,68.0%,1.4%," $32,543.00 ",79.9%,18.6%
37019,37019020101,Census Tract 201.01; Brunswick County; North Carolina,"Brunswick County, North Carolina",NC,2022,70,Food Bank of Central and Eastern North Carolina,,," 2,683 ",17.5%, 470 ,9.6%,23.2%,48.7%,18.3%," $40,928.00 ",74.0%,18.9%
37019,37019020102,Census Tract 201.02; Brunswick County; North Carolina,"Brunswick County, North Carolina",NC,2022,70,Food Bank of Central and Eastern North Carolina,,," 6,393 ",11.6%, 740 ,6.3%,8.9%,8.8%,9.6%," $74,375.00 ",90.3%,11.7%
37019,37019020105,Census Tract 201.05; Brunswick County; North Carolina,"Brunswick County, North Carolina",NC,2022,70,Food Bank of Central and Eastern North Carolina,,," 6,207 ",9.0%, 560 ,2.4%,4.9%,7.7%,8.8%," $87,188.00 ",84.3%,12.8%
37019,37019020106,Census Tract 201.06; Brunswick County; North Carolina,"Brunswick County, North Carolina",NC,2022,70,Food Bank of Central and Eastern North Carolina,,," 2,866 ",14.5%, 410 ,3.3%,11.3%,11.0%,0.0%," $58,893.00 ",77.6%,26.2%
37019,37019020107,Census Tract 201.07; Brunswick County; North Carolina,"Brunswick County, North Carolina",NC,2022,70,Food Bank of Central and Eastern North Carolina,,," 3,425 ",10.4%, 360 ,5.6%,10.8%,20.1%,12.6%," $67,641.00 ",77.8%,4.1%
37019,37019020108,Census Tract 201.08; Brunswick County; North Carolina,"Brunswick County, North Carolina",NC,2022,70,Food Bank of Central and Eastern North Carolina,,," 3,313 ",9.7%, 320 ,2.7%,10.6%,34.9%,6.2%," $59,524.00 ",79.3%,14.5%
37019,37019020201,Census Tract 202.01; Brunswick County; North Carolina,"Brunswick County, North Carolina",NC,2022,70,Food Bank of Central and Eastern North Carolina,,," 6,459 ",14.6%, 940 ,6.4%,15.7%,22.0%,5.5%," $69,309.00 ",64.9%,12.0%
37019,37019020203,Census Tract 202.03; Brunswick County; North Carolina,"Brunswick County, North Carolina",NC,2022,70,Food Bank of Central and Eastern North Carolina,,," 2,144 ",11.3%, 240 ,4.6%,7.1%,6.5%,6.2%," $82,083.00 ",89.5%,16.4%
